support,itemsets,count
0.017117958294428883,"{sales, communication, customer service, teamwork}",220
0.016651104886399003,"{time management, communication, customer service, teamwork}",214
0.010893246187363835,"{customer service, communication, training, teamwork}",140
0.014005602240896359,"{leadership, communication, problem solving, teamwork}",180
0.014861500155617803,"{leadership, communication, problemsolving, teamwork}",191
0.013383131030189854,"{leadership, time management, communication, teamwork}",172
0.011593526299408652,"{leadership, communication, training, teamwork}",149
0.010971055088702147,"{time management, problem solving, communication, teamwork}",141
0.015017117958294428,"{time management, problemsolving, communication, teamwork}",193
0.010348583877995643,"{time management, problemsolving, customer service, teamwork}",133
